,T_ext,T_int,Ts_ext,Ts_int,q_ext,q_int
29040,293.15,293.15,292.033,293.151,-23.4736,0
29100,293.15,293.15,292.033,293.151,-23.0874,0
29160,293.15,293.15,292.033,293.151,-22.6995,0
29220,293.15,293.15,292.033,293.151,-22.3099,0
29280,293.15,293.15,292.033,293.151,-21.9186,0
29340,293.15,293.15,292.033,293.151,-21.5256,0
29400,293.15,293.15,292.033,293.151,-21.1309,0
29460,293.15,293.15,292.033,293.151,-20.7347,0
29520,293.15,293.15,292.033,293.151,-20.3368,0
29580,293.15,293.15,292.034,293.151,-19.9375,0
29640,293.15,293.15,292.034,293.151,-19.5366,0
29700,293.15,293.15,292.035,293.151,-19.1342,0
29760,293.15,293.15,292.035,293.151,-18.7303,0
29820,293.15,293.15,292.036,293.151,-18.3251,0
29880,293.15,293.15,292.037,293.151,-17.9184,0
29940,293.15,293.15,292.038,293.151,-17.5104,0
30000,293.15,293.15,292.038,293.151,-17.101,0
30000,293.15,293.15,292.038,293.151,-17.101,0
30000,293.153,293.15,292.038,293.151,-17.101,0
30060,293.24,293.15,292.04,293.151,-16.6903,0
30120,293.327,293.15,292.041,293.151,-16.2784,0
30180,293.414,293.15,292.043,293.151,-15.8652,0
30240,293.501,293.15,292.045,293.151,-15.4508,0
30300,293.588,293.15,292.048,293.151,-15.0353,0
30360,293.675,293.15,292.051,293.151,-14.6186,0
30420,293.762,293.15,292.055,293.151,-14.2008,0
30480,293.848,293.15,292.058,293.151,-13.7819,0
30540,293.935,293.15,292.063,293.151,-13.3619,0
30600,294.021,293.15,292.067,293.151,-12.941,0
30660,294.107,293.15,292.072,293.151,-12.519,0
30720,294.192,293.15,292.077,293.151,-12.0961,0
30780,294.277,293.15,292.083,293.151,-11.6723,0
30840,294.362,293.15,292.089,293.151,-11.2476,0
30900,294.447,293.15,292.096,293.151,-10.822,0
30960,294.531,293.15,292.102,293.151,-10.3956,0
31020,294.614,293.15,292.109,293.151,-9.9684,0
31080,294.698,293.15,292.117,293.151,-9.54045,0
31140,294.78,293.15,292.125,293.151,-9.11178,0
31200,294.863,293.15,292.133,293.151,-8.68241,0
31200,294.863,293.15,292.133,293.151,-8.68241,0
31200,294.863,293.15,292.133,293.151,-8.68241,0
31260,294.944,293.15,292.141,293.151,-8.25238,0
31320,295.025,293.15,292.15,293.151,-7.82172,0
31380,295.106,293.15,292.159,293.151,-7.39047,0
31440,295.186,293.15,292.169,293.151,-6.95866,0
31500,295.265,293.15,292.179,293.151,-6.52631,0
31500,295.265,293.15,292.179,293.151,-6.52631,0
31500,295.265,293.15,292.179,293.151,-6.52631,0
31560,295.344,293.15,292.189,293.151,-6.09347,0
31620,295.422,293.15,292.199,293.151,-5.66016,0
31680,295.5,293.15,292.21,293.151,-5.22642,0
31740,295.576,293.15,292.221,293.151,-4.79229,0
31800,295.652,293.15,292.233,293.151,-4.35779,0
31860,295.727,293.15,292.244,293.151,-3.92295,0
31920,295.802,293.15,292.256,293.151,-3.48782,0
31980,295.875,293.15,292.269,293.151,-3.05243,0
32040,295.948,293.15,292.281,293.151,-2.6168,0
32100,296.02,293.15,292.294,293.151,-2.18097,0
32160,296.091,293.15,292.307,293.151,-1.74497,0
32220,296.161,293.15,292.321,293.151,-1.30885,0
32280,296.23,293.15,292.334,293.151,-0.87262,0
32340,296.299,293.15,292.348,293.151,-0.436327,0
32400,296.366,293.15,292.363,293.151,3.52E-14,0
32400,296.366,293.15,292.363,293.151,3.52E-14,0
32460,296.432,293.15,292.377,293.151,0.436327,0
32520,296.498,293.15,292.392,293.151,0.87262,0
32580,296.562,293.15,292.407,293.151,1.30885,0
32640,296.625,293.15,292.422,293.151,1.74497,0
32700,296.687,293.15,292.438,293.151,2.18097,0
32760,296.749,293.15,292.454,293.151,2.6168,0
32820,296.809,293.15,292.47,293.151,3.05243,0
32880,296.867,293.15,292.486,293.151,3.48782,0
32940,296.925,293.15,292.503,293.151,3.92295,0
33000,296.982,293.15,292.519,293.151,4.35779,0
33000,296.982,293.15,292.519,293.151,4.35779,0
33000,296.982,293.15,292.519,293.151,4.35779,0
33060,297.037,293.15,292.536,293.151,4.79229,0
33120,297.092,293.15,292.553,293.151,5.22642,0
33180,297.145,293.15,292.571,293.151,5.66016,0
33240,297.197,293.15,292.588,293.151,6.09347,0
33300,297.247,293.15,292.606,293.151,6.52631,0
33360,297.297,293.15,292.624,293.151,6.95866,0
33420,297.345,293.15,292.642,293.151,7.39047,0
33480,297.392,293.15,292.66,293.151,7.82172,0
33540,297.437,293.15,292.679,293.151,8.25238,0
33600,297.481,293.15,292.697,293.151,8.68241,0
33660,297.524,293.15,292.716,293.151,9.11178,0
33720,297.566,293.15,292.735,293.151,9.54045,0
33780,297.606,293.15,292.754,293.151,9.9684,0
33840,297.645,293.15,292.773,293.151,10.3956,0
33900,297.683,293.15,292.793,293.151,10.822,0
33960,297.719,293.15,292.812,293.151,11.2476,0
34020,297.754,293.15,292.832,293.151,11.6723,0
34080,297.787,293.15,292.852,293.151,12.0961,0
34140,297.819,293.15,292.872,293.151,12.519,0
34200,297.849,293.15,292.892,293.151,12.941,0
34260,297.878,293.15,292.912,293.151,13.3619,0
34320,297.906,293.15,292.932,293.151,13.7819,0
34380,297.932,293.15,292.952,293.151,14.2008,0
34440,297.957,293.15,292.973,293.151,14.6186,0
34500,297.98,293.15,292.993,293.151,15.0353,0
34560,298.002,293.15,293.014,293.151,15.4508,0
34620,298.022,293.15,293.035,293.151,15.8652,0
34680,298.041,293.15,293.055,293.151,16.2784,0
34740,298.059,293.15,293.076,293.151,16.6903,0
34800,298.074,293.15,293.097,293.151,17.101,0
34860,298.089,293.15,293.118,293.151,17.5104,0
34920,298.102,293.15,293.139,293.151,17.9184,0
34980,298.113,293.15,293.16,293.151,18.3251,0
35040,298.123,293.15,293.181,293.151,18.7303,0
35100,298.131,293.15,293.202,293.151,19.1342,0
35160,298.138,293.15,293.223,293.151,19.5366,0
35220,298.143,293.15,293.244,293.151,19.9375,0
35280,298.147,293.15,293.265,293.151,20.3368,0
35340,298.149,293.15,293.286,293.151,20.7347,0
35400,298.15,293.15,293.307,293.151,21.1309,0
35460,298.149,293.15,293.328,293.151,21.5256,0
35520,298.147,293.15,293.35,293.151,21.9186,0
35580,298.143,293.15,293.371,293.151,22.3099,0
35640,298.138,293.15,293.392,293.151,22.6995,0
35700,298.131,293.15,293.413,293.151,23.0874,0
35760,298.122,293.15,293.434,293.151,23.4736,0
35820,298.112,293.15,293.455,293.151,23.8579,0
35880,298.101,293.15,293.476,293.151,24.2405,0
35940,298.088,293.15,293.496,293.151,24.6212,0
36000,298.074,293.15,293.517,293.151,25,0
36000,298.074,293.15,293.517,293.151,25,0
36060,298.058,293.15,293.538,293.151,25.3769,0
36120,298.04,293.15,293.559,293.151,25.7519,0
36180,298.021,293.15,293.579,293.151,26.1249,0
36240,298.001,293.15,293.6,293.151,26.496,0
36300,297.979,293.15,293.62,293.151,26.865,0
36360,297.956,293.15,293.641,293.151,27.232,0
36420,297.931,293.15,293.661,293.151,27.5968,0
36480,297.904,293.15,293.681,293.151,27.9596,0
36540,297.877,293.15,293.701,293.151,28.3203,0
36600,297.848,293.15,293.721,293.151,28.6788,0
36600,297.848,293.15,293.721,293.151,28.6788,0
36600,297.848,293.15,293.721,293.151,28.6788,0
36660,297.817,293.15,293.741,293.151,29.0351,0
36720,297.785,293.15,293.76,293.151,29.3893,0
36780,297.752,293.15,293.78,293.151,29.7411,0
36840,297.717,293.15,293.799,293.151,30.0908,0
36900,297.68,293.15,293.819,293.151,30.4381,0
36900,297.68,293.15,293.819,293.151,30.4381,0
36900,297.68,293.15,293.819,293.151,30.4381,0
36960,297.643,293.15,293.838,293.151,30.7831,0
37020,297.604,293.15,293.857,293.151,31.1257,0
37080,297.564,293.15,293.876,293.151,31.466,0
37140,297.522,293.15,293.895,293.151,31.8039,0
37200,297.479,293.15,293.913,293.151,32.1394,0
37260,297.434,293.15,293.932,293.151,32.4724,0
37320,297.389,293.15,293.95,293.151,32.803,0
37380,297.342,293.15,293.968,293.151,33.131,0
37440,297.294,293.15,293.986,293.151,33.4565,0
37500,297.244,293.15,294.004,293.15,33.7795,0
37560,297.194,293.15,294.021,293.15,34.0999,0
37620,297.142,293.15,294.039,293.15,34.4177,0
37680,297.088,293.15,294.056,293.15,34.7329,0
37740,297.034,293.15,294.073,293.15,35.0455,0
37800,296.979,293.15,294.09,293.15,35.3553,0
37800,296.979,293.15,294.09,293.15,35.3553,0
37860,296.922,293.15,294.106,293.15,35.6625,0
37920,296.864,293.15,294.123,293.15,35.967,0
37980,296.805,293.15,294.139,293.15,36.2687,0
38040,296.745,293.15,294.155,293.15,36.5677,0
38100,296.684,293.15,294.171,293.15,36.8639,0
38160,296.621,293.15,294.186,293.15,37.1572,0
38220,296.558,293.15,294.202,293.15,37.4478,0
38280,296.494,293.15,294.217,293.15,37.7355,0
38340,296.428,293.15,294.232,293.15,38.0203,0
38400,296.362,293.15,294.246,293.15,38.3022,0
38400,296.362,293.15,294.246,293.15,38.3022,0
38400,296.362,293.15,294.246,293.15,38.3022,0
38460,296.295,293.15,294.261,293.15,38.5812,0
38520,296.226,293.15,294.275,293.15,38.8573,0
38580,296.157,293.15,294.289,293.15,39.1304,0
38640,296.087,293.15,294.302,293.15,39.4005,0
38700,296.016,293.15,294.316,293.15,39.6677,0
38760,295.944,293.15,294.329,293.15,39.9318,0
38820,295.871,293.15,294.342,293.15,40.1928,0
38880,295.797,293.15,294.355,293.15,40.4508,0
38940,295.723,293.15,294.367,293.15,40.7058,0
39000,295.648,293.15,294.379,293.15,40.9576,0
39060,295.572,293.15,294.391,293.15,41.2063,0
39120,295.495,293.15,294.403,293.15,41.4519,0
39180,295.418,293.15,294.414,293.15,41.6943,0
39240,295.34,293.15,294.425,293.15,41.9335,0
39300,295.261,293.15,294.436,293.15,42.1696,0
39360,295.181,293.15,294.447,293.15,42.4024,0
39420,295.101,293.15,294.457,293.15,42.632,0
39480,295.021,293.15,294.467,293.15,42.8584,0
39540,294.939,293.15,294.477,293.15,43.0815,0
39600,294.858,293.15,294.486,293.15,43.3013,0
39600,294.858,293.15,294.486,293.15,43.3013,0
39660,294.775,293.15,294.495,293.15,43.5178,0
39720,294.693,293.15,294.504,293.15,43.731,0
39780,294.609,293.15,294.513,293.15,43.9409,0
39840,294.526,293.15,294.521,293.15,44.1474,0
39900,294.442,293.15,294.529,293.15,44.3505,0
39960,294.357,293.15,294.537,293.15,44.5503,0
40020,294.272,293.15,294.545,293.15,44.7467,0
40080,294.187,293.15,294.552,293.15,44.9397,0
40140,294.101,293.15,294.559,293.15,45.1293,0
40200,294.016,293.15,294.565,293.15,45.3154,0
40260,293.93,293.15,294.572,293.15,45.4981,0
40320,293.843,293.15,294.578,293.15,45.6773,0
40380,293.757,293.15,294.584,293.15,45.853,0
40440,293.67,293.15,294.589,293.15,46.0252,0
40500,293.583,293.15,294.594,293.15,46.194,0
40560,293.496,293.15,294.599,293.15,46.3592,0
40620,293.409,293.15,294.604,293.15,46.5209,0
40680,293.322,293.15,294.608,293.15,46.679,0
40740,293.235,293.15,294.612,293.15,46.8336,0
40800,293.147,293.15,294.616,293.15,46.9846,0
40860,293.06,293.15,294.62,293.15,47.1321,0
40920,292.973,293.15,294.623,293.15,47.2759,0
40980,292.886,293.15,294.626,293.15,47.4162,0
41040,292.799,293.15,294.628,293.15,47.5528,0
41100,292.712,293.15,294.631,293.15,47.6858,0
41160,292.625,293.15,294.633,293.15,47.8152,0
41220,292.538,293.15,294.634,293.15,47.941,0
41280,292.452,293.15,294.636,293.15,48.0631,0
41340,292.365,293.15,294.637,293.15,48.1815,0
41400,292.279,293.15,294.638,293.15,48.2963,0
41460,292.193,293.15,294.639,293.15,48.4074,0
41520,292.108,293.15,294.639,293.15,48.5148,0
41580,292.023,293.15,294.639,293.15,48.6185,0
41640,291.938,293.15,294.639,293.15,48.7185,0
41700,291.853,293.15,294.639,293.15,48.8148,0
41760,291.769,293.15,294.638,293.15,48.9074,0
41820,291.686,293.15,294.637,293.15,48.9962,0
41880,291.602,293.15,294.636,293.15,49.0814,0
41940,291.52,293.15,294.634,293.15,49.1627,0
42000,291.437,293.15,294.633,293.15,49.2404,0
42000,291.437,293.15,294.633,293.15,49.2404,0
42000,291.437,293.15,294.633,293.15,49.2404,0
42060,291.356,293.15,294.63,293.15,49.3143,0
42120,291.275,293.15,294.628,293.15,49.3844,0
42180,291.194,293.15,294.626,293.15,49.4508,0
42240,291.114,293.15,294.623,293.15,49.5134,0
42300,291.035,293.15,294.62,293.15,49.5722,0
42300,291.035,293.15,294.62,293.15,49.5722,0
42300,291.035,293.15,294.62,293.15,49.5722,0
42360,290.956,293.15,294.616,293.15,49.6273,0
42420,290.878,293.15,294.613,293.15,49.6786,0
42480,290.8,293.15,294.609,293.15,49.7261,0
42540,290.724,293.15,294.605,293.15,49.7698,0
42600,290.648,293.15,294.601,293.15,49.8097,0
42660,290.573,293.15,294.596,293.15,49.8459,0
42720,290.498,293.15,294.591,293.15,49.8782,0
42780,290.425,293.15,294.586,293.15,49.9067,0
42840,290.352,293.15,294.581,293.15,49.9315,0
42900,290.28,293.15,294.576,293.15,49.9524,0
42960,290.209,293.15,294.57,293.15,49.9695,0
43020,290.139,293.15,294.564,293.15,49.9829,0
43080,290.07,293.15,294.558,293.15,49.9924,0
43140,290.001,293.15,294.552,293.15,49.9981,0
43200,289.934,293.15,294.545,293.15,50,0
43200,289.934,293.15,294.545,293.15,50,0
43260,289.868,293.15,294.539,293.15,49.9981,0
43320,289.802,293.15,294.532,293.15,49.9924,0
43380,289.738,293.15,294.525,293.15,49.9829,0
43440,289.675,293.15,294.517,293.15,49.9695,0
43500,289.613,293.15,294.51,293.15,49.9524,0
43560,289.551,293.15,294.502,293.15,49.9315,0
43620,289.491,293.15,294.494,293.15,49.9067,0
43680,289.433,293.15,294.486,293.15,49.8782,0
43740,289.375,293.15,294.478,293.15,49.8459,0
43800,289.318,293.15,294.47,293.15,49.8097,0
43800,289.318,293.15,294.47,293.15,49.8097,0
43800,289.318,293.15,294.47,293.15,49.8097,0
43860,289.263,293.15,294.461,293.15,49.7698,0
43920,289.208,293.15,294.452,293.15,49.7261,0
43980,289.155,293.15,294.444,293.15,49.6786,0
44040,289.103,293.15,294.435,293.15,49.6273,0
44100,289.053,293.15,294.425,293.15,49.5722,0
44160,289.003,293.15,294.416,293.15,49.5134,0
44220,288.955,293.15,294.407,293.15,49.4508,0
44280,288.908,293.15,294.397,293.15,49.3844,0
44340,288.863,293.15,294.387,293.15,49.3143,0
44400,288.819,293.15,294.377,293.15,49.2404,0
44460,288.776,293.15,294.367,293.15,49.1627,0
44520,288.734,293.15,294.357,293.15,49.0814,0
44580,288.694,293.15,294.347,293.15,48.9962,0
44640,288.655,293.15,294.337,293.15,48.9074,0
44700,288.617,293.15,294.326,293.15,48.8148,0
44760,288.581,293.15,294.316,293.15,48.7185,0
44820,288.546,293.15,294.305,293.15,48.6185,0
44880,288.513,293.15,294.295,293.15,48.5148,0
44940,288.481,293.15,294.284,293.15,48.4074,0
45000,288.451,293.15,294.273,293.15,48.2963,0
45060,288.422,293.15,294.262,293.15,48.1815,0
45120,288.394,293.15,294.251,293.15,48.0631,0
45180,288.368,293.15,294.24,293.15,47.941,0
45240,288.343,293.15,294.228,293.15,47.8152,0
45300,288.32,293.15,294.217,293.15,47.6858,0
45360,288.298,293.15,294.206,293.15,47.5528,0
45420,288.278,293.15,294.195,293.15,47.4162,0
45480,288.259,293.15,294.183,293.15,47.2759,0
45540,288.241,293.15,294.172,293.15,47.1321,0
45600,288.226,293.15,294.16,293.15,46.9846,0
45660,288.211,293.15,294.149,293.15,46.8336,0
45720,288.198,293.15,294.137,293.15,46.679,0
45780,288.187,293.15,294.125,293.15,46.5209,0
45840,288.177,293.15,294.114,293.15,46.3592,0
45900,288.169,293.15,294.102,293.15,46.194,0
45960,288.162,293.15,294.09,293.15,46.0252,0
46020,288.157,293.15,294.079,293.15,45.853,0
46080,288.153,293.15,294.067,293.15,45.6773,0
46140,288.151,293.15,294.055,293.15,45.4981,0
46200,288.15,293.15,294.044,293.15,45.3154,0
46260,288.151,293.15,294.032,293.15,45.1293,0
46320,288.153,293.15,294.02,293.15,44.9397,0
46380,288.157,293.15,294.009,293.15,44.7467,0
46440,288.162,293.15,293.997,293.15,44.5503,0
46500,288.169,293.15,293.986,293.15,44.3505,0
46560,288.178,293.15,293.974,293.15,44.1474,0
46620,288.188,293.15,293.963,293.15,43.9409,0
46680,288.199,293.15,293.951,293.15,43.731,0
46740,288.212,293.15,293.94,293.15,43.5178,0
46800,288.226,293.15,293.928,293.15,43.3013,0
46800,288.226,293.15,293.928,293.15,43.3013,0
46860,288.242,293.15,293.917,293.15,43.0815,0
46920,288.26,293.15,293.906,293.15,42.8584,0
46980,288.279,293.15,293.895,293.15,42.632,0
47040,288.299,293.15,293.884,293.15,42.4024,0
47100,288.321,293.15,293.873,293.15,42.1696,0
47160,288.344,293.15,293.862,293.15,41.9335,0
47220,288.369,293.15,293.851,293.15,41.6943,0
47280,288.396,293.15,293.84,293.15,41.4519,0
47340,288.423,293.15,293.829,293.15,41.2063,0
47400,288.452,293.15,293.819,293.15,40.9576,0
47400,288.452,293.15,293.819,293.15,40.9576,0
47400,288.452,293.15,293.819,293.15,40.9576,0
47460,288.483,293.15,293.808,293.15,40.7058,0
47520,288.515,293.15,293.798,293.15,40.4508,0
47580,288.548,293.15,293.788,293.15,40.1928,0
47640,288.583,293.15,293.778,293.15,39.9318,0
47700,288.62,293.15,293.768,293.15,39.6677,0
47700,288.62,293.15,293.768,293.15,39.6677,0
47700,288.62,293.15,293.768,293.15,39.6677,0
47760,288.657,293.15,293.758,293.15,39.4005,0
47820,288.696,293.15,293.748,293.15,39.1304,0
47880,288.736,293.15,293.738,293.15,38.8573,0
47940,288.778,293.15,293.728,293.15,38.5812,0
48000,288.821,293.15,293.719,293.15,38.3022,0
48060,288.866,293.15,293.71,293.15,38.0203,0
48120,288.911,293.15,293.701,293.151,37.7355,0
48180,288.958,293.15,293.692,293.151,37.4478,0
48240,289.006,293.15,293.683,293.151,37.1572,0
48300,289.056,293.15,293.674,293.151,36.8639,0
48360,289.106,293.15,293.665,293.151,36.5677,0
48420,289.158,293.15,293.657,293.151,36.2687,0
48480,289.212,293.15,293.649,293.151,35.967,0
48540,289.266,293.15,293.641,293.151,35.6625,0
48600,289.321,293.15,293.633,293.151,35.3553,0
48600,289.321,293.15,293.633,293.151,35.3553,0
48660,289.378,293.15,293.625,293.151,35.0455,0
48720,289.436,293.15,293.617,293.151,34.7329,0
48780,289.495,293.15,293.61,293.151,34.4177,0
48840,289.555,293.15,293.603,293.151,34.0999,0
48900,289.616,293.15,293.596,293.151,33.7795,0
48960,289.679,293.15,293.589,293.151,33.4565,0
49020,289.742,293.15,293.582,293.151,33.131,0
49080,289.806,293.15,293.575,293.151,32.803,0
49140,289.872,293.15,293.569,293.151,32.4724,0
49200,289.938,293.15,293.563,293.151,32.1394,0
49200,289.938,293.15,293.563,293.151,32.1394,0
49200,289.938,293.15,293.563,293.151,32.1394,0
49260,290.005,293.15,293.557,293.151,31.8039,0
49320,290.074,293.15,293.551,293.151,31.466,0
49380,290.143,293.15,293.546,293.151,31.1257,0
49440,290.213,293.15,293.54,293.151,30.7831,0
49500,290.284,293.15,293.535,293.151,30.4381,0
49560,290.356,293.15,293.53,293.151,30.0908,0
49620,290.429,293.15,293.525,293.151,29.7411,0
49680,290.503,293.15,293.521,293.151,29.3893,0
49740,290.577,293.15,293.516,293.151,29.0351,0
49800,290.652,293.15,293.512,293.151,28.6788,0
49860,290.728,293.15,293.508,293.151,28.3203,0
49920,290.805,293.15,293.504,293.151,27.9596,0
49980,290.882,293.15,293.501,293.151,27.5968,0
50040,290.96,293.15,293.497,293.151,27.232,0
50100,291.039,293.15,293.494,293.151,26.865,0
50160,291.119,293.15,293.491,293.151,26.496,0
50220,291.199,293.15,293.489,293.151,26.1249,0
50280,291.279,293.15,293.486,293.151,25.7519,0
50340,291.361,293.15,293.484,293.151,25.3769,0
50400,291.442,293.15,293.482,293.151,25,0
50400,291.442,293.15,293.482,293.151,25,0
50460,291.525,293.15,293.48,293.151,24.6212,0
50520,291.607,293.15,293.479,293.151,24.2405,0
50580,291.691,293.15,293.477,293.151,23.8579,0
50640,291.774,293.15,293.476,293.151,23.4736,0
50700,291.858,293.15,293.475,293.151,23.0874,0
50760,291.943,293.15,293.474,293.151,22.6995,0
50820,292.028,293.15,293.474,293.151,22.3099,0
50880,292.113,293.15,293.473,293.151,21.9186,0
50940,292.199,293.15,293.473,293.151,21.5256,0
51000,292.284,293.15,293.473,293.151,21.1309,0
51060,292.37,293.15,293.474,293.151,20.7347,0
51120,292.457,293.15,293.474,293.151,20.3368,0
51180,292.543,293.15,293.475,293.151,19.9375,0
51240,292.63,293.15,293.476,293.151,19.5366,0
51300,292.717,293.15,293.477,293.151,19.1342,0
51360,292.804,293.15,293.479,293.151,18.7303,0
51420,292.891,293.15,293.48,293.151,18.3251,0
51480,292.978,293.15,293.482,293.151,17.9184,0
51540,293.065,293.15,293.484,293.151,17.5104,0
51600,293.153,293.15,293.486,293.151,17.101,0
51660,293.24,293.15,293.489,293.151,16.6903,0
51720,293.327,293.15,293.492,293.151,16.2784,0
51780,293.414,293.15,293.495,293.151,15.8652,0
51840,293.501,293.15,293.498,293.151,15.4508,0
51900,293.588,293.15,293.501,293.151,15.0353,0
51960,293.675,293.15,293.504,293.151,14.6186,0
52020,293.762,293.15,293.508,293.151,14.2008,0
52080,293.848,293.15,293.512,293.151,13.7819,0
52140,293.935,293.15,293.516,293.151,13.3619,0
52200,294.021,293.15,293.52,293.151,12.941,0
52260,294.107,293.15,293.525,293.151,12.519,0
52320,294.192,293.15,293.53,293.151,12.0961,0
52380,294.277,293.15,293.534,293.151,11.6723,0
52440,294.362,293.15,293.54,293.151,11.2476,0
52500,294.447,293.15,293.545,293.151,10.822,0
52560,294.531,293.15,293.55,293.151,10.3956,0
52620,294.614,293.15,293.556,293.151,9.9684,0
52680,294.698,293.15,293.562,293.151,9.54045,0
52740,294.78,293.15,293.567,293.151,9.11178,0
52800,294.863,293.15,293.574,293.151,8.68241,0
52800,294.863,293.15,293.574,293.151,8.68241,0
52800,294.863,293.15,293.574,293.151,8.68241,0
52860,294.944,293.15,293.58,293.151,8.25238,0
52920,295.025,293.15,293.587,293.151,7.82172,0
52980,295.106,293.15,293.593,293.151,7.39047,0
53040,295.186,293.15,293.6,293.151,6.95866,0
53100,295.265,293.15,293.607,293.151,6.52631,0
53100,295.265,293.15,293.607,293.151,6.52631,0
53100,295.265,293.15,293.607,293.151,6.52631,0
53160,295.344,293.15,293.614,293.151,6.09347,0
53220,295.422,293.15,293.622,293.151,5.66016,0
53280,295.5,293.15,293.629,293.151,5.22642,0
53340,295.576,293.15,293.637,293.151,4.79229,0
53400,295.652,293.15,293.644,293.151,4.35779,0
53460,295.727,293.15,293.652,293.151,3.92295,0
53520,295.802,293.15,293.66,293.151,3.48782,0
53580,295.875,293.15,293.669,293.151,3.05243,0
53640,295.948,293.15,293.677,293.151,2.6168,0
53700,296.02,293.15,293.685,293.151,2.18097,0
53760,296.091,293.15,293.694,293.151,1.74497,0
53820,296.161,293.15,293.703,293.151,1.30885,0
53880,296.23,293.15,293.711,293.151,0.87262,0
53940,296.299,293.15,293.72,293.151,0.436327,0
54000,296.366,293.15,293.729,293.151,-7.35E-14,0
54000,296.366,293.15,293.729,293.151,-7.35E-14,0
54060,296.432,293.15,293.738,293.151,-0.436327,0
54120,296.498,293.15,293.747,293.151,-0.87262,0
54180,296.562,293.15,293.757,293.151,-1.30885,0
54240,296.625,293.15,293.766,293.151,-1.74497,0
54300,296.687,293.15,293.776,293.151,-2.18097,0
54360,296.749,293.15,293.785,293.151,-2.6168,0
54420,296.809,293.15,293.795,293.151,-3.05243,0
54480,296.867,293.15,293.805,293.151,-3.48782,0
54540,296.925,293.15,293.815,293.151,-3.92295,0
54600,296.982,293.15,293.824,293.151,-4.35779,0
54600,296.982,293.15,293.824,293.151,-4.35779,0
54600,296.982,293.15,293.824,293.151,-4.35779,0
54660,297.037,293.15,293.834,293.151,-4.79229,0
54720,297.092,293.15,293.845,293.151,-5.22642,0
54780,297.145,293.15,293.855,293.151,-5.66016,0
54840,297.197,293.15,293.865,293.151,-6.09347,0
54900,297.247,293.15,293.875,293.151,-6.52631,0
54960,297.297,293.15,293.885,293.151,-6.95866,0
55020,297.345,293.15,293.895,293.151,-7.39047,0
55080,297.392,293.15,293.906,293.151,-7.82172,0
55140,297.437,293.15,293.916,293.151,-8.25238,0
55200,297.481,293.15,293.926,293.151,-8.68241,0
55260,297.524,293.15,293.937,293.151,-9.11178,0
55320,297.566,293.15,293.947,293.151,-9.54045,0
55380,297.606,293.15,293.957,293.151,-9.9684,0
55440,297.645,293.15,293.968,293.151,-10.3956,0
55500,297.683,293.15,293.978,293.151,-10.822,0
55560,297.719,293.15,293.988,293.151,-11.2476,0
55620,297.754,293.15,293.999,293.151,-11.6723,0
55680,297.787,293.15,294.009,293.151,-12.0961,0
55740,297.819,293.15,294.02,293.151,-12.519,0
55800,297.849,293.15,294.03,293.151,-12.941,0
55860,297.878,293.15,294.04,293.151,-13.3619,0
55920,297.906,293.15,294.05,293.151,-13.7819,0
55980,297.932,293.15,294.061,293.151,-14.2008,0
56040,297.957,293.15,294.071,293.151,-14.6186,0
56100,297.98,293.15,294.081,293.151,-15.0353,0
56160,298.002,293.15,294.091,293.151,-15.4508,0
56220,298.022,293.15,294.101,293.151,-15.8652,0
56280,298.041,293.15,294.111,293.151,-16.2784,0
56340,298.059,293.15,294.121,293.151,-16.6903,0
56400,298.074,293.15,294.131,293.151,-17.101,0
56460,298.089,293.15,294.14,293.151,-17.5104,0
56520,298.102,293.15,294.15,293.151,-17.9184,0
56580,298.113,293.15,294.16,293.151,-18.3251,0
56640,298.123,293.15,294.169,293.151,-18.7303,0
56700,298.131,293.15,294.179,293.151,-19.1342,0
56760,298.138,293.15,294.188,293.151,-19.5366,0
56820,298.143,293.15,294.197,293.151,-19.9375,0
56880,298.147,293.15,294.207,293.151,-20.3368,0
56940,298.149,293.15,294.216,293.151,-20.7347,0
57000,298.15,293.15,294.225,293.151,-21.1309,0
57060,298.149,293.15,294.233,293.151,-21.5256,0
57120,298.147,293.15,294.242,293.151,-21.9186,0
57180,298.143,293.15,294.251,293.151,-22.3099,0
57240,298.138,293.15,294.259,293.151,-22.6995,0
57300,298.131,293.15,294.268,293.151,-23.0874,0
57360,298.122,293.15,294.276,293.151,-23.4736,0
57420,298.112,293.15,294.284,293.151,-23.8579,0
57480,298.101,293.15,294.292,293.151,-24.2405,0
57540,298.088,293.15,294.299,293.151,-24.6212,0
57600,298.074,293.15,294.307,293.151,-25,0
57600,298.074,293.15,294.307,293.151,-25,0
57660,298.058,293.15,294.314,293.151,-25.3769,0
57720,298.04,293.15,294.322,293.151,-25.7519,0
57780,298.021,293.15,294.329,293.151,-26.1249,0
57840,298.001,293.15,294.336,293.151,-26.496,0
57900,297.979,293.15,294.342,293.151,-26.865,0
57960,297.956,293.15,294.349,293.151,-27.232,0
58020,297.931,293.15,294.355,293.151,-27.5968,0
58080,297.904,293.15,294.361,293.151,-27.9596,0
58140,297.877,293.15,294.367,293.151,-28.3203,0
58200,297.848,293.15,294.373,293.151,-28.6788,0
58200,297.848,293.15,294.373,293.151,-28.6788,0
58200,297.848,293.15,294.373,293.151,-28.6788,0
58260,297.817,293.15,294.379,293.151,-29.0351,0
58320,297.785,293.15,294.384,293.151,-29.3893,0
58380,297.752,293.15,294.389,293.151,-29.7411,0
